loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,date,loan_status,zip_code,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collection_recovery_fee,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
21825.0, 36 months,14.99,756.47,C,10+ years,MORTGAGE,325000.0,Verified,2017-04-01,Charged Off,105xx,24.34,0.0,700.0,704.0,0.0,17.0,0.0,91798.0,84.5,35.0,4650.0,837.0,0.0,Individual,0.0,0.0,1084823.0,0.0,4.0,1.0,3.0,162391.0,1.0,1.0,20323.0,83.0,108700.0,1.0,3.0,2.0,4.0,67801.0,0.0,0.0,234.0,8.0,8.0,3.0,0.0,8.0,11.0,8.0,10.0,13.0,12.0,19.0,11.0,17.0,0.0,0.0,2.0,100.0,0.0,0.0,1213568.0,254189.0,77200.0,214868.0
16000.0, 36 months,15.99,562.44,C,1 year,MORTGAGE,70000.0,Source Verified,2017-01-01,Fully Paid,038xx,11.54,0.0,720.0,724.0,0.0,7.0,0.0,4784.0,42.0,8.0,0.0,0.0,0.0,Individual,0.0,0.0,26450.0,0.0,2.0,0.0,1.0,21666.0,0.0,2.0,2228.0,65.0,11400.0,0.0,0.0,0.0,3.0,4408.0,0.0,0.0,35.0,20.0,13.0,0.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,100.0,0.0,0.0,40995.0,26450.0,11400.0,29595.0
9000.0, 36 months,10.42,292.19,B,1 year,RENT,225000.0,Source Verified,2017-10-01,Fully Paid,070xx,17.95,0.0,700.0,704.0,0.0,14.0,2.0,38254.0,45.1,23.0,0.0,0.0,0.0,Individual,0.0,0.0,90708.0,2.0,4.0,1.0,5.0,52454.0,4.0,6.0,13288.0,54.0,87800.0,1.0,0.0,2.0,11.0,6479.0,0.0,0.0,68.0,4.0,4.0,0.0,0.0,10.0,10.0,10.0,15.0,7.0,10.0,16.0,10.0,14.0,0.0,0.0,5.0,100.0,0.0,2.0,171860.0,90708.0,87800.0,84060.0
18000.0, 60 months,13.44,413.63,C,10+ years,RENT,68000.0,Not Verified,2016-01-01,Charged Off,926xx,26.18,0.0,685.0,689.0,1.0,34.0,0.0,22549.0,41.2,46.0,1881.67,338.7006,0.0,Individual,0.0,0.0,31225.0,3.0,1.0,0.0,1.0,8676.0,4.0,9.0,2535.0,41.0,54700.0,3.0,0.0,3.0,10.0,946.0,0.0,0.0,175.0,2.0,2.0,0.0,1.0,8.0,18.0,12.0,14.0,4.0,33.0,42.0,19.0,34.0,0.0,0.0,4.0,95.7,0.0,0.0,77010.0,31225.0,23600.0,22310.0
6000.0, 36 months,8.49,189.38,B,9 years,MORTGAGE,75000.0,Not Verified,2016-02-01,Charged Off,746xx,5.22,2.0,665.0,669.0,0.0,7.0,1.0,3739.0,28.1,39.0,473.99,85.3182,0.0,Individual,0.0,0.0,25831.0,0.0,2.0,1.0,2.0,2749.0,2.0,4.0,2361.0,36.0,13300.0,0.0,0.0,3.0,6.0,3690.0,0.0,0.0,310.0,7.0,7.0,2.0,0.0,1.0,3.0,1.0,5.0,22.0,4.0,15.0,3.0,7.0,0.0,0.0,3.0,91.7,1.0,0.0,41365.0,6488.0,8000.0,4969.0
25000.0, 36 months,8.24,786.19,B,4 years,MORTGAGE,140000.0,Not Verified,2017-04-01,Fully Paid,958xx,16.99,2.0,660.0,664.0,0.0,10.0,0.0,51097.0,87.9,12.0,0.0,0.0,0.0,Individual,0.0,0.0,260670.0,0.0,2.0,0.0,1.0,13057.0,0.0,3.0,8497.0,61.0,58100.0,0.0,0.0,0.0,4.0,26067.0,0.0,0.0,134.0,23.0,23.0,2.0,0.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,83.3,0.0,0.0,316698.0,64154.0,18800.0,46511.0
6500.0, 36 months,10.75,212.04,B,1 year,RENT,85000.0,Source Verified,2016-03-01,Fully Paid,925xx,11.28,0.0,725.0,729.0,0.0,7.0,0.0,7464.0,43.4,12.0,0.0,0.0,0.0,Individual,0.0,0.0,38371.0,1.0,2.0,3.0,4.0,30907.0,1.0,1.0,3320.0,75.0,17200.0,3.0,3.0,6.0,5.0,5482.0,0.0,0.0,53.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,0.0,0.0,4.0,100.0,0.0,0.0,51409.0,38371.0,13800.0,34209.0
10000.0, 60 months,26.24,300.83,E,10+ years,RENT,30000.0,Source Verified,2017-01-01,Charged Off,177xx,29.16,0.0,710.0,714.0,0.0,7.0,1.0,6419.0,43.7,13.0,1253.87,225.6966,0.0,Individual,0.0,0.0,24405.0,1.0,3.0,2.0,3.0,17986.0,1.0,1.0,4628.0,57.0,14700.0,0.0,0.0,0.0,4.0,3486.0,0.0,0.0,254.0,5.0,5.0,0.0,0.0,2.0,3.0,2.0,2.0,7.0,4.0,6.0,3.0,7.0,0.0,0.0,3.0,100.0,1.0,0.0,42603.0,24405.0,7600.0,27903.0
10000.0, 36 months,14.08,342.17,C,3 years,MORTGAGE,42000.0,Not Verified,2017-10-01,Fully Paid,700xx,55.23,0.0,675.0,679.0,0.0,12.0,0.0,23594.0,73.5,49.0,0.0,0.0,0.0,Joint App,0.0,0.0,285708.0,2.0,2.0,0.0,1.0,54053.0,2.0,5.0,7825.0,74.0,32100.0,1.0,7.0,4.0,7.0,23809.0,0.0,0.0,179.0,2.0,2.0,3.0,0.0,4.0,7.0,4.0,11.0,12.0,9.0,34.0,7.0,12.0,0.0,0.0,3.0,98.0,0.0,0.0,332249.0,77647.0,16000.0,92088.0
17475.0, 36 months,17.47,627.13,D,3 years,RENT,105000.0,Source Verified,2018-06-01,Fully Paid,553xx,38.07,0.0,745.0,749.0,0.0,19.0,1.0,19631.0,25.0,38.0,0.0,0.0,0.0,Individual,0.0,0.0,110055.0,0.0,10.0,3.0,5.0,90424.0,1.0,4.0,16982.0,55.0,78500.0,3.0,2.0,3.0,9.0,5792.0,0.0,0.0,119.0,8.0,8.0,1.0,0.0,3.0,4.0,5.0,9.0,20.0,9.0,17.0,4.0,19.0,0.0,0.0,4.0,100.0,1.0,0.0,199628.0,110055.0,68600.0,121128.0
20250.0, 36 months,11.39,666.71,B,3 years,OWN,134000.0,Source Verified,2016-12-01,Fully Paid,210xx,15.46,0.0,690.0,694.0,1.0,11.0,1.0,13498.0,44.1,32.0,0.0,0.0,0.0,Individual,0.0,0.0,48825.0,1.0,3.0,0.0,0.0,35327.0,2.0,2.0,1278.0,48.0,30600.0,0.0,4.0,2.0,2.0,4883.0,0.0,0.0,192.0,6.0,6.0,2.0,1.0,2.0,4.0,4.0,15.0,9.0,8.0,20.0,4.0,11.0,0.0,0.0,2.0,95.5,1.0,0.0,102062.0,48825.0,15300.0,71462.0
6500.0, 36 months,7.39,201.87,A,5 years,OWN,101000.0,Not Verified,2016-06-01,Charged Off,443xx,15.43,0.0,665.0,669.0,1.0,12.0,2.0,5112.0,22.6,32.0,0.0,0.0,0.0,Individual,0.0,0.0,53783.0,2.0,2.0,1.0,3.0,48671.0,1.0,5.0,2017.0,54.0,22600.0,1.0,0.0,1.0,8.0,4482.0,0.0,0.0,214.0,1.0,1.0,4.0,1.0,5.0,7.0,6.0,15.0,6.0,10.0,22.0,7.0,12.0,0.0,0.0,2.0,95.7,1.0,1.0,81841.0,53783.0,16500.0,59241.0
8650.0, 36 months,12.62,289.88,C,10+ years,MORTGAGE,55000.0,Not Verified,2017-12-01,Fully Paid,840xx,18.28,0.0,705.0,709.0,0.0,6.0,0.0,13789.0,81.6,13.0,0.0,0.0,0.0,Individual,0.0,0.0,340287.0,0.0,2.0,0.0,1.0,16453.0,0.0,0.0,10911.0,68.0,16900.0,2.0,0.0,3.0,1.0,56715.0,0.0,0.0,226.0,129.0,14.0,4.0,0.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,84.6,0.0,0.0,387112.0,30242.0,16900.0,27512.0
10000.0, 36 months,16.02,351.67,C,2 years,RENT,65000.0,Source Verified,2017-07-01,Charged Off,281xx,21.34,0.0,705.0,709.0,0.0,10.0,0.0,4852.0,23.9,15.0,50.0,9.0,0.0,Individual,0.0,0.0,47118.0,2.0,3.0,1.0,3.0,42266.0,2.0,3.0,1965.0,67.0,20300.0,3.0,2.0,1.0,6.0,4712.0,0.0,0.0,50.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,7.0,10.0,3.0,10.0,0.0,0.0,3.0,100.0,0.0,0.0,70227.0,47118.0,11000.0,49927.0
25000.0, 60 months,30.89,822.56,G,10+ years,MORTGAGE,65500.0,Source Verified,2017-04-01,Fully Paid,465xx,16.05,0.0,725.0,729.0,1.0,11.0,1.0,9092.0,31.9,43.0,0.0,0.0,0.0,Individual,0.0,0.0,230417.0,3.0,3.0,3.0,5.0,26991.0,2.0,3.0,3263.0,58.0,28500.0,3.0,22.0,11.0,9.0,20947.0,0.0,0.0,156.0,1.0,1.0,5.0,0.0,2.0,4.0,2.0,7.0,21.0,7.0,17.0,4.0,11.0,0.0,0.0,5.0,97.7,0.0,1.0,263465.0,36083.0,10000.0,33500.0
11200.0, 60 months,28.72,353.61,F,3 years,RENT,60000.0,Source Verified,2017-06-01,Charged Off,797xx,24.56,1.0,710.0,714.0,1.0,14.0,1.0,8084.0,17.8,30.0,1541.86,138.7674,0.0,Individual,0.0,6346.0,59982.0,3.0,3.0,3.0,4.0,51398.0,1.0,6.0,4163.0,61.0,45300.0,2.0,1.0,3.0,10.0,4284.0,0.0,0.0,135.0,6.0,2.0,0.0,0.0,5.0,7.0,6.0,12.0,10.0,10.0,19.0,7.0,14.0,0.0,0.0,4.0,96.6,1.0,0.0,97857.0,59982.0,32500.0,52057.0
15000.0, 36 months,11.44,494.22,B,10+ years,MORTGAGE,65000.0,Not Verified,2016-10-01,Fully Paid,212xx,20.88,1.0,670.0,674.0,1.0,17.0,0.0,10469.0,27.4,26.0,0.0,0.0,1.0,Individual,0.0,138.0,283644.0,2.0,1.0,0.0,0.0,26463.0,3.0,6.0,3265.0,27.0,38200.0,0.0,0.0,1.0,8.0,17728.0,1.0,0.0,153.0,1.0,1.0,2.0,1.0,6.0,7.0,8.0,8.0,3.0,15.0,20.0,7.0,17.0,0.0,1.0,5.0,88.5,0.0,0.0,340699.0,36932.0,18800.0,50154.0
25000.0, 36 months,10.91,817.41,B,2 years,RENT,95000.0,Source Verified,2017-12-01,Fully Paid,283xx,9.25,0.0,675.0,679.0,1.0,10.0,0.0,8010.0,34.5,21.0,0.0,0.0,0.0,Individual,0.0,1171.0,43314.0,0.0,2.0,1.0,2.0,35304.0,3.0,5.0,2831.0,71.0,23200.0,2.0,0.0,4.0,8.0,4331.0,0.0,0.0,131.0,7.0,7.0,1.0,0.0,4.0,4.0,6.0,6.0,10.0,8.0,10.0,4.0,10.0,0.0,0.0,4.0,100.0,0.0,0.0,61338.0,43314.0,17900.0,38138.0
6000.0, 36 months,7.49,186.61,A,10+ years,RENT,65000.0,Not Verified,2016-01-01,Fully Paid,100xx,14.05,1.0,700.0,704.0,2.0,12.0,0.0,8937.0,37.7,22.0,0.0,0.0,0.0,Individual,0.0,0.0,30271.0,3.0,1.0,0.0,1.0,21334.0,3.0,4.0,2228.0,38.0,23700.0,0.0,0.0,2.0,5.0,2523.0,0.0,0.0,307.0,1.0,1.0,1.0,0.0,3.0,9.0,3.0,7.0,3.0,11.0,18.0,10.0,12.0,0.0,0.0,3.0,81.0,0.0,0.0,64110.0,30271.0,10600.0,40410.0
35000.0, 60 months,15.05,833.57,C,10+ years,MORTGAGE,265000.0,Verified,2017-05-01,Fully Paid,221xx,23.29,0.0,710.0,714.0,1.0,11.0,0.0,67600.0,86.7,19.0,0.0,0.0,0.0,Individual,0.0,0.0,267343.0,0.0,3.0,0.0,1.0,21265.0,0.0,0.0,22734.0,57.0,78000.0,1.0,0.0,1.0,1.0,24304.0,0.0,0.0,209.0,34.0,22.0,2.0,0.0,5.0,6.0,5.0,6.0,7.0,6.0,9.0,6.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0,362211.0,119210.0,70000.0,77199.0
30000.0, 60 months,18.99,778.06,E,3 years,MORTGAGE,110000.0,Verified,2016-01-01,Charged Off,925xx,13.48,1.0,665.0,669.0,1.0,26.0,1.0,4799.0,52.2,44.0,2994.39,538.9902,0.0,Individual,0.0,0.0,409788.0,1.0,18.0,1.0,2.0,134970.0,0.0,1.0,2679.0,97.0,9200.0,1.0,0.0,7.0,4.0,15761.0,0.0,0.0,113.0,13.0,2.0,1.0,0.0,3.0,3.0,3.0,15.0,23.0,7.0,20.0,3.0,26.0,0.0,0.0,2.0,74.4,1.0,0.0,413883.0,139769.0,6800.0,134664.0
20000.0, 60 months,12.62,451.19,C,6 years,MORTGAGE,85000.0,Not Verified,2018-01-01,Fully Paid,834xx,28.05,0.0,660.0,664.0,0.0,15.0,1.0,12283.0,34.1,35.0,0.0,0.0,0.0,Joint App,0.0,0.0,318333.0,1.0,5.0,1.0,2.0,111313.0,1.0,3.0,5935.0,55.0,36000.0,3.0,2.0,1.0,6.0,22738.0,0.0,0.0,158.0,12.0,4.0,1.0,5.0,3.0,6.0,3.0,5.0,22.0,9.0,12.0,6.0,15.0,0.0,0.0,3.0,84.8,1.0,0.0,356041.0,123596.0,23000.0,125041.0
30000.0, 36 months,14.08,1026.5,C,1 year,RENT,125000.0,Source Verified,2018-01-01,Fully Paid,606xx,4.09,2.0,690.0,694.0,1.0,8.0,0.0,11452.0,35.6,35.0,0.0,0.0,0.0,Individual,0.0,0.0,19958.0,0.0,1.0,1.0,4.0,8506.0,1.0,1.0,7362.0,41.0,32200.0,3.0,0.0,4.0,5.0,2495.0,0.0,0.0,204.0,12.0,12.0,7.0,0.0,4.0,4.0,7.0,10.0,15.0,7.0,13.0,4.0,8.0,0.0,0.0,2.0,91.4,0.0,0.0,48370.0,19958.0,32200.0,16170.0
3500.0, 36 months,15.59,122.35,C,10+ years,RENT,67000.0,Source Verified,2016-11-01,Charged Off,913xx,8.16,0.0,820.0,824.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Individual,0.0,276.0,3663.0,0.0,1.0,0.0,0.0,736.0,0.0,0.0,0.0,17.0,1500.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,57.0,49.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,22068.0,3663.0,0.0,13259.0
16000.0, 60 months,13.99,372.21,C,2 years,RENT,40882.0,Not Verified,2016-11-01,Charged Off,436xx,15.85,0.0,700.0,704.0,0.0,6.0,0.0,5891.0,57.8,11.0,0.0,0.0,0.0,Individual,0.0,0.0,9168.0,1.0,1.0,0.0,0.0,3277.0,1.0,1.0,3114.0,25.0,10200.0,0.0,1.0,1.0,1.0,1528.0,0.0,0.0,150.0,5.0,5.0,0.0,1.0,4.0,4.0,4.0,6.0,3.0,5.0,8.0,4.0,6.0,0.0,0.0,1.0,81.8,0.0,0.0,37289.0,9168.0,9400.0,27089.0
8000.0, 36 months,10.47,259.91,B,< 1 year,RENT,65000.0,Not Verified,2018-07-01,Fully Paid,466xx,16.01,0.0,755.0,759.0,1.0,8.0,0.0,5862.0,29.6,11.0,0.0,0.0,0.0,Individual,0.0,0.0,23708.0,1.0,3.0,0.0,1.0,17846.0,1.0,1.0,3734.0,35.0,19800.0,0.0,1.0,1.0,2.0,2964.0,0.0,0.0,90.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,7.0,4.0,8.0,0.0,0.0,1.0,100.0,0.0,0.0,67966.0,23708.0,14300.0,48166.0
3850.0, 36 months,7.49,119.75,A,7 years,MORTGAGE,108000.0,Not Verified,2016-10-01,Fully Paid,907xx,15.97,0.0,690.0,694.0,0.0,10.0,0.0,15379.0,69.9,26.0,0.0,0.0,0.0,Individual,0.0,0.0,682413.0,2.0,3.0,1.0,2.0,61008.0,1.0,1.0,13944.0,55.0,22000.0,2.0,4.0,4.0,4.0,75824.0,0.0,0.0,349.0,8.0,4.0,3.0,1.0,1.0,3.0,1.0,5.0,7.0,6.0,15.0,3.0,10.0,0.0,0.0,3.0,96.0,0.0,0.0,722313.0,76387.0,13300.0,91340.0
15000.0, 36 months,10.91,490.45,B,< 1 year,MORTGAGE,55000.0,Verified,2017-10-01,Fully Paid,165xx,7.14,1.0,735.0,739.0,0.0,6.0,0.0,405.0,1.8,11.0,0.0,0.0,0.0,Joint App,0.0,0.0,161617.0,1.0,1.0,0.0,0.0,11156.0,2.0,2.0,102.0,29.0,22700.0,0.0,0.0,0.0,3.0,26936.0,0.0,0.0,113.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,4.0,7.0,3.0,6.0,0.0,0.0,2.0,90.9,0.0,0.0,193991.0,11561.0,18500.0,17391.0
35000.0, 36 months,9.92,1128.04,B,6 years,MORTGAGE,72600.0,Source Verified,2018-04-01,Charged Off,925xx,26.1,0.0,715.0,719.0,0.0,13.0,0.0,52593.0,47.7,21.0,0.0,0.0,0.0,Individual,0.0,0.0,77205.0,0.0,1.0,0.0,1.0,24612.0,1.0,1.0,17193.0,55.0,110300.0,0.0,0.0,0.0,2.0,6434.0,0.0,0.0,316.0,7.0,7.0,0.0,0.0,6.0,6.0,10.0,15.0,4.0,12.0,17.0,6.0,13.0,0.0,0.0,1.0,100.0,0.0,0.0,139888.0,77205.0,109500.0,29588.0
12000.0, 60 months,19.99,317.86,D,< 1 year,RENT,57000.0,Verified,2016-09-01,Fully Paid,060xx,16.47,1.0,660.0,664.0,0.0,7.0,0.0,6151.0,58.6,12.0,0.0,0.0,0.0,Individual,0.0,0.0,26336.0,0.0,2.0,1.0,2.0,20185.0,0.0,1.0,4105.0,80.0,10500.0,3.0,1.0,8.0,3.0,3762.0,0.0,0.0,159.0,15.0,8.0,0.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,7.0,0.0,0.0,1.0,66.7,0.0,0.0,32836.0,26336.0,10000.0,22336.0
3000.0, 36 months,12.99,101.07,C,5 years,MORTGAGE,65000.0,Source Verified,2016-02-01,Fully Paid,928xx,12.04,0.0,700.0,704.0,1.0,14.0,0.0,12858.0,37.4,22.0,0.0,0.0,0.0,Individual,0.0,0.0,385646.0,2.0,1.0,0.0,0.0,35801.0,2.0,6.0,2164.0,37.0,31900.0,3.0,0.0,2.0,8.0,29665.0,0.0,0.0,267.0,3.0,3.0,3.0,0.0,2.0,7.0,2.0,5.0,3.0,12.0,16.0,7.0,14.0,0.0,0.0,3.0,95.2,0.0,0.0,421102.0,48659.0,5300.0,48387.0
17500.0, 60 months,11.99,389.19,C,10+ years,MORTGAGE,90000.0,Not Verified,2016-03-01,Fully Paid,782xx,25.87,0.0,685.0,689.0,0.0,18.0,1.0,17172.0,49.6,35.0,0.0,0.0,0.0,Individual,0.0,261.0,211680.0,1.0,4.0,2.0,3.0,72036.0,1.0,4.0,3999.0,75.0,34600.0,2.0,4.0,3.0,7.0,12452.0,0.0,0.0,354.0,5.0,5.0,2.0,0.0,6.0,9.0,7.0,11.0,10.0,13.0,23.0,9.0,18.0,0.0,0.0,3.0,100.0,0.0,0.0,242790.0,89208.0,27500.0,79640.0
6400.0, 36 months,8.49,202.01,B,10+ years,OWN,45000.0,Not Verified,2016-01-01,Charged Off,890xx,25.86,0.0,730.0,734.0,1.0,19.0,0.0,26233.0,33.4,28.0,681.0,122.58,0.0,Individual,0.0,0.0,213203.0,1.0,1.0,1.0,1.0,8803.0,3.0,5.0,8056.0,39.0,78500.0,1.0,0.0,1.0,6.0,11221.0,0.0,0.0,244.0,6.0,6.0,2.0,0.0,11.0,12.0,14.0,18.0,1.0,17.0,25.0,12.0,19.0,0.0,0.0,4.0,100.0,0.0,0.0,279500.0,35036.0,70000.0,12000.0
7500.0, 36 months,6.71,230.59,A,10+ years,RENT,85000.0,Not Verified,2018-04-01,Fully Paid,950xx,8.95,0.0,805.0,809.0,0.0,10.0,0.0,6498.0,11.5,17.0,0.0,0.0,0.0,Joint App,0.0,0.0,7857.0,1.0,1.0,0.0,0.0,1359.0,1.0,1.0,4229.0,9.0,56600.0,0.0,0.0,0.0,1.0,786.0,0.0,0.0,185.0,4.0,4.0,0.0,1.0,1.0,3.0,5.0,7.0,2.0,9.0,13.0,3.0,10.0,0.0,0.0,1.0,100.0,0.0,0.0,86235.0,7857.0,42200.0,29635.0
4000.0, 36 months,14.99,138.65,C,< 1 year,RENT,42000.0,Verified,2016-12-01,Charged Off,321xx,12.37,0.0,685.0,689.0,2.0,13.0,0.0,3552.0,19.3,21.0,0.0,0.0,0.0,Individual,0.0,1163.0,15087.0,3.0,1.0,1.0,1.0,11535.0,10.0,14.0,1551.0,49.0,18400.0,1.0,1.0,5.0,15.0,1161.0,0.0,0.0,170.0,1.0,1.0,0.0,0.0,4.0,6.0,8.0,9.0,4.0,12.0,17.0,6.0,13.0,0.0,0.0,11.0,95.2,0.0,0.0,31013.0,15087.0,13700.0,12613.0
14000.0, 36 months,8.39,441.24,B,7 years,MORTGAGE,73000.0,Not Verified,2016-06-01,Fully Paid,750xx,24.66,0.0,705.0,709.0,0.0,17.0,0.0,27469.0,52.0,29.0,0.0,0.0,0.0,Individual,0.0,0.0,182367.0,1.0,6.0,1.0,1.0,31796.0,5.0,7.0,8344.0,60.0,52800.0,0.0,1.0,1.0,8.0,10727.0,0.0,0.0,122.0,4.0,4.0,4.0,0.0,4.0,6.0,7.0,9.0,11.0,10.0,14.0,6.0,17.0,0.0,0.0,6.0,100.0,0.0,0.0,247447.0,59265.0,38200.0,46847.0
8000.0, 36 months,9.75,257.2,B,10+ years,MORTGAGE,100000.0,Verified,2016-06-01,Charged Off,932xx,12.95,0.0,670.0,674.0,0.0,11.0,1.0,8432.0,49.6,20.0,841.24,151.4232,0.0,Individual,0.0,0.0,244004.0,2.0,3.0,2.0,2.0,13919.0,0.0,4.0,5387.0,50.0,17000.0,1.0,4.0,2.0,7.0,22182.0,0.0,0.0,226.0,13.0,4.0,3.0,0.0,1.0,4.0,1.0,3.0,6.0,7.0,11.0,4.0,11.0,0.0,0.0,3.0,100.0,1.0,0.0,267359.0,22351.0,8400.0,27471.0
19300.0, 36 months,17.99,697.65,D,10+ years,RENT,42000.0,Verified,2016-12-01,Charged Off,371xx,28.86,0.0,695.0,699.0,1.0,10.0,0.0,18958.0,80.7,16.0,1670.0,300.5999999528,0.0,Individual,0.0,0.0,35640.0,1.0,1.0,0.0,1.0,16682.0,1.0,1.0,5750.0,74.0,23500.0,0.0,0.0,1.0,2.0,3960.0,0.0,0.0,186.0,6.0,6.0,0.0,0.0,4.0,6.0,4.0,4.0,3.0,9.0,13.0,6.0,10.0,0.0,0.0,1.0,100.0,0.0,0.0,48131.0,35640.0,13600.0,24631.0
14000.0, 36 months,9.75,450.1,B,2 years,RENT,70000.0,Source Verified,2016-03-01,Fully Paid,334xx,21.74,4.0,665.0,669.0,0.0,10.0,0.0,10582.0,56.6,46.0,0.0,0.0,0.0,Individual,0.0,0.0,132859.0,1.0,4.0,1.0,3.0,122277.0,0.0,1.0,3915.0,73.0,18700.0,3.0,0.0,1.0,4.0,13286.0,0.0,0.0,134.0,16.0,3.0,0.0,4.0,3.0,4.0,5.0,14.0,27.0,6.0,19.0,4.0,10.0,0.0,4.0,1.0,89.1,0.0,0.0,140352.0,132859.0,16600.0,121652.0
10000.0, 36 months,9.44,320.05,B,8 years,OWN,53000.0,Verified,2017-06-01,Charged Off,775xx,20.42,0.0,760.0,764.0,0.0,7.0,0.0,456.0,2.5,19.0,0.0,0.0,0.0,Individual,0.0,0.0,27489.0,1.0,4.0,1.0,5.0,27033.0,0.0,1.0,456.0,49.0,18000.0,0.0,4.0,1.0,6.0,4582.0,0.0,0.0,451.0,20.0,4.0,0.0,1.0,1.0,1.0,3.0,7.0,11.0,3.0,8.0,1.0,7.0,0.0,0.0,1.0,100.0,0.0,0.0,55867.0,27489.0,18000.0,37867.0
12350.0, 36 months,26.24,499.17,E,< 1 year,RENT,34320.0,Verified,2016-11-01,Charged Off,134xx,10.75,0.0,775.0,779.0,3.0,8.0,0.0,774.0,5.6,14.0,1279.5,230.31,0.0,Individual,0.0,0.0,10445.0,2.0,1.0,2.0,4.0,9671.0,0.0,2.0,718.0,44.0,13900.0,2.0,3.0,4.0,6.0,1741.0,0.0,0.0,93.0,24.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,7.0,10.0,2.0,8.0,0.0,0.0,2.0,100.0,0.0,0.0,23900.0,10445.0,9600.0,10000.0
7000.0, 36 months,6.08,213.21,A,< 1 year,RENT,45000.0,Not Verified,2017-12-01,Fully Paid,803xx,8.75,0.0,750.0,754.0,0.0,8.0,0.0,4617.0,12.0,15.0,0.0,0.0,0.0,Individual,0.0,0.0,7298.0,0.0,1.0,0.0,1.0,2681.0,2.0,5.0,2672.0,17.0,38500.0,0.0,0.0,0.0,6.0,912.0,0.0,0.0,172.0,7.0,7.0,0.0,0.0,3.0,4.0,3.0,7.0,1.0,7.0,14.0,4.0,8.0,0.0,0.0,2.0,100.0,0.0,0.0,43500.0,7298.0,28900.0,5000.0
35000.0, 36 months,14.99,1213.12,C,4 years,OWN,135000.0,Source Verified,2017-03-01,Charged Off,953xx,14.79,1.0,660.0,664.0,0.0,7.0,0.0,12526.0,67.7,22.0,0.0,0.0,0.0,Individual,0.0,0.0,666414.0,1.0,1.0,1.0,1.0,23395.0,1.0,3.0,7321.0,83.0,18500.0,0.0,3.0,0.0,4.0,133283.0,0.0,0.0,308.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,11.0,2.0,5.0,18.0,2.0,7.0,0.0,0.0,2.0,90.5,0.0,0.0,733691.0,35921.0,18500.0,25000.0
30000.0, 36 months,11.49,989.14,B,5 years,MORTGAGE,70000.0,Verified,2016-10-01,Fully Paid,760xx,20.64,1.0,695.0,699.0,1.0,21.0,0.0,19846.0,70.4,35.0,0.0,0.0,0.0,Joint App,0.0,0.0,467729.0,0.0,10.0,0.0,1.0,110712.0,0.0,0.0,7309.0,76.0,28200.0,2.0,0.0,2.0,2.0,22273.0,0.0,0.0,202.0,28.0,14.0,3.0,0.0,4.0,4.0,5.0,5.0,18.0,10.0,14.0,5.0,21.0,0.0,0.0,0.0,93.8,0.0,0.0,508278.0,130558.0,21300.0,128197.0
