,loan_amnt,date,dti,zip_code,emp_length,date
2732857,3000.0,2016-08-16,0%,356xx,< 1 year,2016-08-16
5021548,15000.0,2017-01-16,-1%,234xx,5 years,2017-01-16
2586688,1500.0,2016-08-07,32.87%,754xx,< 1 year,2016-08-07
19151560,6000.0,2018-10-14,53.19%,295xx,< 1 year,2018-10-14
11680408,5000.0,2017-12-21,16.46%,054xx,< 1 year,2017-12-21
11221570,3000.0,2017-12-01,35.06%,336xx,< 1 year,2017-12-01
3059650,10000.0,2016-09-08,3.56%,775xx,< 1 year,2016-09-08
11285574,1500.0,2017-12-04,100%,054xx,< 1 year,2017-12-04
19146924,10000.0,2018-10-14,9.01%,712xx,< 1 year,2018-10-14
18313744,40000.0,2018-09-14,13.25%,334xx,< 1 year,2018-09-14
5229087,10000.0,2017-01-30,11.68%,761xx,< 1 year,2017-01-30
9956126,14000.0,2017-10-07,100%,900xx,< 1 year,2017-10-07
9713919,1000.0,2017-09-26,17.47%,231xx,5 years,2017-09-26
6713709,3000.0,2017-05-05,2.93%,114xx,< 1 year,2017-05-05
19184432,1000.0,2018-10-15,11.47%,794xx,< 1 year,2018-10-15
10879058,10000.0,2017-11-15,35.89%,104xx,< 1 year,2017-11-15
11422761,26000.0,2017-12-10,34.48%,974xx,< 1 year,2017-12-10
2113116,15000.0,2016-07-02,31.67%,786xx,10+ years,2016-07-02
10298331,5000.0,2017-10-22,19.2%,760xx,< 1 year,2017-10-22
20689914,1000.0,2018-12-06,100%,326xx,5 years,2018-12-06
194805,3500.0,2016-01-19,45.46%,398xx,5 years,2016-01-19
8490230,4000.0,2017-07-31,25.81%,741xx,< 1 year,2017-07-31
20241195,1000.0,2018-11-21,14.07%,925xx,< 1 year,2018-11-21
6928898,75000.0,2017-05-17,-1%,070xx,< 1 year,2017-05-17
7970239,35000.0,2017-07-10,22.01%,563xx,5 years,2017-07-10
610196,5000.0,2016-02-25,14.26%,028xx,< 1 year,2016-02-25
20491495,2000.0,2018-11-30,28.11%,344xx,< 1 year,2018-11-30
2992776,30000.0,2016-09-02,28.73%,018xx,< 1 year,2016-09-02
4908773,5000.0,2017-01-09,22.99%,211xx,< 1 year,2017-01-09
20932192,1000.0,2018-12-14,27.47%,045xx,< 1 year,2018-12-14
10931052,1000.0,2017-11-17,18.5%,924xx,< 1 year,2017-11-17
20525459,30000.0,2018-12-02,100%,338xx,< 1 year,2018-12-02
1967283,26000.0,2016-06-23,65.57%,440xx,5 years,2016-06-23
12126350,20000.0,2018-01-14,13.08%,278xx,< 1 year,2018-01-14
2752461,2000.0,2016-08-17,18.25%,329xx,< 1 year,2016-08-17
3869423,10000.0,2016-11-03,17.54%,320xx,5 years,2016-11-03
9131634,16000.0,2017-08-30,10.18%,352xx,< 1 year,2017-08-30
16821798,40000.0,2018-07-25,2.07%,710xx,< 1 year,2018-07-25
14469589,3000.0,2018-05-01,32.99%,352xx,< 1 year,2018-05-01
20166410,5000.0,2018-11-18,97.47%,217xx,< 1 year,2018-11-18
12508030,5000.0,2018-01-31,16.37%,553xx,< 1 year,2018-01-31
1908763,40000.0,2016-06-20,15.67%,114xx,< 1 year,2016-06-20
1531077,6000.0,2016-05-04,696.8%,774xx,< 1 year,2016-05-04
6631395,30000.0,2017-05-01,38.52%,333xx,< 1 year,2017-05-01
5961653,5000.0,2017-03-20,0%,070xx,< 1 year,2017-03-20
17819927,10000.0,2018-08-28,17.65%,384xx,< 1 year,2018-08-28
10646976,10000.0,2017-11-07,14.63%,234xx,< 1 year,2017-11-07
8090423,10000.0,2017-07-14,9999%,773xx,< 1 year,2017-07-14
19598327,1000.0,2018-10-29,0.24%,309xx,< 1 year,2018-10-29
18973026,35000.0,2018-10-08,12.73%,168xx,< 1 year,2018-10-08
7634652,21000.0,2017-06-21,175.05%,341xx,< 1 year,2017-06-21
13740469,10000.0,2018-04-02,0%,291xx,< 1 year,2018-04-02
4367891,7000.0,2016-12-05,1.43%,392xx,5 years,2016-12-05
10082530,40000.0,2017-10-12,100%,907xx,< 1 year,2017-10-12
11922743,35000.0,2018-01-04,32.8%,346xx,< 1 year,2018-01-04
1062751,6500.0,2016-03-29,22.65%,416xx,< 1 year,2016-03-29
10014731,6000.0,2017-10-10,20.88%,238xx,< 1 year,2017-10-10
13188235,10000.0,2018-03-07,100%,750xx,< 1 year,2018-03-07
9091142,6000.0,2017-08-29,20.28%,794xx,< 1 year,2017-08-29
13365981,10000.0,2018-03-15,24.13%,278xx,< 1 year,2018-03-15
14044538,2000.0,2018-04-15,13.39%,469xx,< 1 year,2018-04-15
18572766,5000.0,2018-09-24,3%,761xx,< 1 year,2018-09-24
10916400,10000.0,2017-11-17,56.93%,238xx,< 1 year,2017-11-17
12378548,10000.0,2018-01-25,38.46%,534xx,< 1 year,2018-01-25
16292110,1000.0,2018-07-06,0.06%,341xx,< 1 year,2018-07-06
11551406,10000.0,2017-12-15,60.74%,634xx,< 1 year,2017-12-15
2557493,30000.0,2016-08-04,13.71%,113xx,5 years,2016-08-04
15224863,1000.0,2018-05-27,23.9%,293xx,< 1 year,2018-05-27
3172734,12000.0,2016-09-16,12.65%,104xx,5 years,2016-09-16
14713699,4500.0,2018-05-09,100%,484xx,< 1 year,2018-05-09
10938940,30000.0,2017-11-18,30.22%,785xx,< 1 year,2017-11-18
8997801,25000.0,2017-08-24,11.17%,276xx,< 1 year,2017-08-24
5608733,25000.0,2017-02-24,0%,430xx,< 1 year,2017-02-24
1633016,15000.0,2016-05-13,-1%,068xx,< 1 year,2016-05-13
8725663,3000.0,2017-08-11,17.97%,667xx,5 years,2017-08-11
14454393,20050.0,2018-04-30,100%,925xx,< 1 year,2018-04-30
11796137,1000.0,2017-12-28,8.36%,945xx,< 1 year,2017-12-28
21162645,35000.0,2018-12-23,50.19%,921xx,< 1 year,2018-12-23
2372379,24000.0,2016-07-21,20.8%,200xx,3 years,2016-07-21
18875569,20000.0,2018-10-04,19.03%,070xx,< 1 year,2018-10-04
8152044,1000.0,2017-07-17,1.56%,424xx,< 1 year,2017-07-17
20892342,3000.0,2018-12-13,0.65%,838xx,5 years,2018-12-13
13865305,6000.0,2018-04-07,1.29%,456xx,< 1 year,2018-04-07
1596887,17600.0,2016-05-10,56.94%,725xx,< 1 year,2016-05-10
4304677,20000.0,2016-12-01,27.8%,774xx,5 years,2016-12-01
57292,20000.0,2016-01-07,28.75%,605xx,< 1 year,2016-01-07
19791897,15000.0,2018-11-06,35.5%,357xx,< 1 year,2018-11-06
11283065,1500.0,2017-12-04,4.55%,719xx,< 1 year,2017-12-04
19759285,25425.0,2018-11-05,100%,074xx,10+ years,2018-11-05
19704747,15000.0,2018-11-02,37.56%,300xx,< 1 year,2018-11-02
9644626,16000.0,2017-09-22,25.11%,073xx,< 1 year,2017-09-22
5809355,12000.0,2017-03-09,9.03%,941xx,< 1 year,2017-03-09
19810613,10000.0,2018-11-06,15.78%,975xx,1 year,2018-11-06
4759309,4000.0,2016-12-30,6.66%,100xx,5 years,2016-12-30
3448331,3000.0,2016-10-06,5.54%,201xx,< 1 year,2016-10-06
16179873,15000.0,2018-07-02,27.3%,923xx,< 1 year,2018-07-02
12154159,35000.0,2018-01-15,2.48%,189xx,< 1 year,2018-01-15
10909514,4000.0,2017-11-16,15.8%,331xx,< 1 year,2017-11-16
19926265,35000.0,2018-11-10,18.15%,334xx,< 1 year,2018-11-10
20666606,5000.0,2018-12-05,7.82%,631xx,< 1 year,2018-12-05
19348330,7000.0,2018-10-21,4%,761xx,< 1 year,2018-10-21
15477336,1500.0,2018-06-05,18.72%,066xx,< 1 year,2018-06-05
2206107,35000.0,2016-07-08,116.04%,906xx,5 years,2016-07-08
2638598,7000.0,2016-08-10,11.23%,388xx,< 1 year,2016-08-10
5502273,5000.0,2017-02-16,100.89%,396xx,< 1 year,2017-02-16
6522971,5000.0,2017-04-24,28.31%,902xx,< 1 year,2017-04-24
11164276,20000.0,2017-11-29,27.13%,301xx,< 1 year,2017-11-29
14132373,5000.0,2018-04-18,100%,484xx,< 1 year,2018-04-18
3740665,20000.0,2016-10-26,13.2%,076xx,5 years,2016-10-26
21308701,1000.0,2018-12-30,13.58%,925xx,5 years,2018-12-30
20473215,10000.0,2018-11-29,33.41%,183xx,< 1 year,2018-11-29
19787930,1000.0,2018-11-05,100%,630xx,< 1 year,2018-11-05
20134283,15000.0,2018-11-17,92.95%,638xx,< 1 year,2018-11-17
6225629,25000.0,2017-04-05,37.3%,217xx,< 1 year,2017-04-05
10547452,1000.0,2017-11-02,17.4%,785xx,< 1 year,2017-11-02
13081501,16875.0,2018-03-01,100%,959xx,1 year,2018-03-01
13563526,15000.0,2018-03-24,100%,907xx,< 1 year,2018-03-24
9909529,4000.0,2017-10-04,35.99%,917xx,< 1 year,2017-10-04
2902359,10000.0,2016-08-28,0%,974xx,< 1 year,2016-08-28
18786869,20000.0,2018-10-02,19.29%,322xx,< 1 year,2018-10-02
20499256,2500.0,2018-11-30,21.16%,783xx,4 years,2018-11-30
14289675,1000.0,2018-04-24,22.15%,453xx,< 1 year,2018-04-24
12804464,5000.0,2018-02-15,53.36%,232xx,< 1 year,2018-02-15
9705419,5000.0,2017-09-25,36.45%,305xx,< 1 year,2017-09-25
15133300,6000.0,2018-05-23,13.96%,565xx,< 1 year,2018-05-23
19773998,15000.0,2018-11-05,15.41%,443xx,< 1 year,2018-11-05
17349004,5000.0,2018-08-13,39.65%,386xx,< 1 year,2018-08-13
4921165,20000.0,2017-01-10,36.8%,300xx,< 1 year,2017-01-10
13711506,10000.0,2018-03-31,100%,390xx,< 1 year,2018-03-31
6891347,20000.0,2017-05-16,30.16%,922xx,< 1 year,2017-05-16
16648524,20000.0,2018-07-18,18.24%,951xx,1 year,2018-07-18
4743257,1000.0,2016-12-29,1.56%,710xx,5 years,2016-12-29
3600892,1000.0,2016-10-17,22.18%,076xx,5 years,2016-10-17
19901228,35000.0,2018-11-09,41.42%,279xx,< 1 year,2018-11-09
21084748,1000.0,2018-12-19,15.43%,744xx,2 years,2018-12-19
10957270,2000.0,2017-11-19,13.6%,392xx,< 1 year,2017-11-19
16305841,2000.0,2018-07-07,5.86%,744xx,10+ years,2018-07-07
7440632,20000.0,2017-06-12,34.52%,219xx,< 1 year,2017-06-12
16395294,10000.0,2018-07-10,22.82%,071xx,< 1 year,2018-07-10
15233475,15000.0,2018-05-27,43.23%,760xx,< 1 year,2018-05-27
1469717,1000.0,2016-04-29,41.24%,303xx,< 1 year,2016-04-29
19002949,10000.0,2018-10-09,22.32%,336xx,< 1 year,2018-10-09
18483752,10000.0,2018-09-20,0.86%,553xx,< 1 year,2018-09-20
10025717,10000.0,2017-10-10,386.55%,902xx,< 1 year,2017-10-10
4340551,1000.0,2016-12-03,63.43%,953xx,5 years,2016-12-03
14476281,35000.0,2018-05-01,16.23%,919xx,< 1 year,2018-05-01
19214154,5000.0,2018-10-16,6.6%,970xx,< 1 year,2018-10-16
11204073,2500.0,2017-11-30,0%,282xx,< 1 year,2017-11-30
3990983,7000.0,2016-11-13,23.85%,761xx,5 years,2016-11-13
2411735,3000.0,2016-07-24,11.76%,624xx,< 1 year,2016-07-24
18283381,25000.0,2018-09-13,43.5%,809xx,< 1 year,2018-09-13
6129866,10000.0,2017-03-30,7.07%,436xx,< 1 year,2017-03-30
2403493,30000.0,2016-07-23,1.55%,902xx,< 1 year,2016-07-23
4595333,9000.0,2016-12-19,1.41%,900xx,< 1 year,2016-12-19
12949399,13000.0,2018-02-22,50.08%,850xx,< 1 year,2018-02-22
20,35000.0,2016-01-01,18.24%,757xx,5 years,2016-01-01
1937922,5000.0,2016-06-22,37.53%,402xx,< 1 year,2016-06-22
13250971,2000.0,2018-03-09,17.38%,452xx,< 1 year,2018-03-09
10749797,1500.0,2017-11-10,5.86%,708xx,< 1 year,2017-11-10
12507501,5000.0,2018-01-31,0.59%,378xx,< 1 year,2018-01-31
13718190,8000.0,2018-04-01,9.27%,653xx,< 1 year,2018-04-01
16322056,10000.0,2018-07-08,37.86%,936xx,< 1 year,2018-07-08
10805425,25000.0,2017-11-13,100%,787xx,< 1 year,2017-11-13
14496707,10000.0,2018-05-01,2199%,547xx,< 1 year,2018-05-01
9534443,3000.0,2017-09-18,65.5%,281xx,< 1 year,2017-09-18
7070197,4500.0,2017-05-24,-1%,049xx,5 years,2017-05-24
6346436,25000.0,2017-04-13,43.08%,670xx,< 1 year,2017-04-13
13987513,20000.0,2018-04-12,22.02%,347xx,< 1 year,2018-04-12
3892944,3500.0,2016-11-06,69.06%,328xx,< 1 year,2016-11-06
16370336,22000.0,2018-07-10,9.05%,936xx,< 1 year,2018-07-10
2464674,40000.0,2016-07-28,33.57%,119xx,< 1 year,2016-07-28
3039733,2000.0,2016-09-07,60.34%,331xx,5 years,2016-09-07
17182742,25000.0,2018-08-07,56.74%,913xx,< 1 year,2018-08-07
5751040,20000.0,2017-03-06,7.94%,943xx,< 1 year,2017-03-06
15312843,20000.0,2018-05-30,9.39%,870xx,< 1 year,2018-05-30
6646175,5000.0,2017-05-01,15.33%,448xx,5 years,2017-05-01
8651483,38050.0,2017-08-08,100%,774xx,< 1 year,2017-08-08
9275393,35000.0,2017-09-06,100%,902xx,< 1 year,2017-09-06
6880343,5000.0,2017-05-15,61.1%,604xx,< 1 year,2017-05-15
9250491,5000.0,2017-09-05,18.42%,404xx,5 years,2017-09-05
17858098,20000.0,2018-08-29,7.94%,612xx,< 1 year,2018-08-29
11069308,2500.0,2017-11-24,17.22%,610xx,< 1 year,2017-11-24
9729829,40000.0,2017-09-26,25.68%,481xx,< 1 year,2017-09-26
5891609,1500.0,2017-03-15,4.67%,871xx,< 1 year,2017-03-15
11504236,4000.0,2017-12-13,265.41%,605xx,< 1 year,2017-12-13
6960262,5000.0,2017-05-19,29.8%,670xx,< 1 year,2017-05-19
16734868,3000.0,2018-07-22,15.57%,352xx,< 1 year,2018-07-22
2316600,1000.0,2016-07-17,0%,100xx,< 1 year,2016-07-17
5719802,20000.0,2017-03-03,61.94%,370xx,< 1 year,2017-03-03
19915980,25000.0,2018-11-09,15.45%,280xx,< 1 year,2018-11-09
15054330,17000.0,2018-05-21,35.92%,628xx,< 1 year,2018-05-21
9124697,15000.0,2017-08-30,26.68%,474xx,< 1 year,2017-08-30
10869767,5000.0,2017-11-15,23.52%,274xx,< 1 year,2017-11-15
18250654,12000.0,2018-09-12,11.84%,740xx,< 1 year,2018-09-12
1869728,3600.0,2016-06-16,0.06%,462xx,< 1 year,2016-06-16
11695689,14000.0,2017-12-21,44.53%,430xx,< 1 year,2017-12-21
11667016,2200.0,2017-12-20,13%,631xx,< 1 year,2017-12-20
2058398,1000.0,2016-06-29,5.43%,018xx,< 1 year,2016-06-29
14231660,20000.0,2018-04-22,23.92%,728xx,< 1 year,2018-04-22
1827913,22000.0,2016-06-14,2.88%,295xx,5 years,2016-06-14
18733934,30000.0,2018-09-30,88.57%,104xx,< 1 year,2018-09-30
20157824,10000.0,2018-11-18,1.77%,631xx,1 year,2018-11-18
4410344,10000.0,2016-12-07,40.91%,604xx,< 1 year,2016-12-07
18478811,10000.0,2018-09-20,40.61%,902xx,< 1 year,2018-09-20
10339173,5000.0,2017-10-24,4.42%,972xx,< 1 year,2017-10-24
12618759,10000.0,2018-02-06,50.13%,432xx,< 1 year,2018-02-06
2105029,26000.0,2016-07-02,45.12%,600xx,< 1 year,2016-07-02
20990006,22150.0,2018-12-17,100%,550xx,< 1 year,2018-12-17
15480713,17000.0,2018-06-05,55.04%,018xx,< 1 year,2018-06-05
17079682,2000.0,2018-08-02,0%,466xx,< 1 year,2018-08-02
15667443,10000.0,2018-06-12,20.03%,610xx,< 1 year,2018-06-12
12289753,1000.0,2018-01-22,100%,850xx,< 1 year,2018-01-22
4416247,4000.0,2016-12-07,-1%,328xx,< 1 year,2016-12-07
11500090,12000.0,2017-12-13,21.23%,378xx,< 1 year,2017-12-13
11064430,40000.0,2017-11-24,24.88%,639xx,< 1 year,2017-11-24
18196564,14000.0,2018-09-11,7.03%,410xx,< 1 year,2018-09-11
1200450,35000.0,2016-04-09,82.24%,829xx,< 1 year,2016-04-09
20117751,5000.0,2018-11-16,17.1%,322xx,< 1 year,2018-11-16
15456830,5000.0,2018-06-05,26.96%,708xx,< 1 year,2018-06-05
5955566,35000.0,2017-03-20,33.47%,827xx,< 1 year,2017-03-20
17038316,2000.0,2018-08-01,3.17%,023xx,< 1 year,2018-08-01
20960156,5000.0,2018-12-15,113.81%,986xx,< 1 year,2018-12-15
5235264,1000.0,2017-01-30,0%,532xx,< 1 year,2017-01-30
8727694,7000.0,2017-08-11,26.68%,770xx,< 1 year,2017-08-11
16617960,25000.0,2018-07-18,11.17%,444xx,< 1 year,2018-07-18
7347657,25000.0,2017-06-07,4.9%,921xx,< 1 year,2017-06-07
9701847,5000.0,2017-09-25,34.74%,338xx,< 1 year,2017-09-25
14417590,10000.0,2018-04-29,100%,088xx,< 1 year,2018-04-29
523733,15000.0,2016-02-17,29.38%,752xx,1 year,2016-02-17
16546775,10000.0,2018-07-16,16.63%,802xx,< 1 year,2018-07-16
11263111,2000.0,2017-12-03,2.04%,770xx,< 1 year,2017-12-03
1277409,16000.0,2016-04-14,27.07%,945xx,10+ years,2016-04-14
9683661,5000.0,2017-09-25,1.75%,302xx,1 year,2017-09-25
11031062,12000.0,2017-11-22,54.92%,720xx,< 1 year,2017-11-22
4529489,15000.0,2016-12-14,28.52%,945xx,< 1 year,2016-12-14
15790799,1500.0,2018-06-16,28.48%,186xx,< 1 year,2018-06-16
20356150,5000.0,2018-11-26,11.43%,216xx,< 1 year,2018-11-26
5161816,2000.0,2017-01-25,15.76%,379xx,< 1 year,2017-01-25
12045779,10000.0,2018-01-10,23.81%,767xx,< 1 year,2018-01-10
16560687,5000.0,2018-07-16,42.89%,766xx,< 1 year,2018-07-16
1938468,15000.0,2016-06-22,9.47%,323xx,< 1 year,2016-06-22
5791578,11000.0,2017-03-08,42.35%,030xx,5 years,2017-03-08
9717396,10000.0,2017-09-26,53.89%,483xx,< 1 year,2017-09-26
14609670,10000.0,2018-05-05,12.19%,188xx,< 1 year,2018-05-05
19760985,20000.0,2018-11-05,-1%,875xx,< 1 year,2018-11-05
7567234,40000.0,2017-06-19,35.88%,446xx,< 1 year,2017-06-19
9695300,10000.0,2017-09-25,9.94%,394xx,< 1 year,2017-09-25
5592764,4000.0,2017-02-23,40.95%,367xx,< 1 year,2017-02-23
18243742,5500.0,2018-09-12,9.4%,775xx,< 1 year,2018-09-12
17604650,3600.0,2018-08-21,26%,880xx,< 1 year,2018-08-21
19611946,35000.0,2018-10-30,47.43%,951xx,< 1 year,2018-10-30
19794065,5000.0,2018-11-06,100%,352xx,10+ years,2018-11-06
17237473,5000.0,2018-08-08,18.44%,891xx,9 years,2018-08-08
6201860,15000.0,2017-04-04,14.64%,658xx,< 1 year,2017-04-04
4580458,32500.0,2016-12-17,100%,183xx,< 1 year,2016-12-17
20770490,15000.0,2018-12-09,5.81%,970xx,< 1 year,2018-12-09
15972659,30000.0,2018-06-23,100%,300xx,< 1 year,2018-06-23
4475366,6000.0,2016-12-12,36.43%,481xx,< 1 year,2016-12-12
6758371,14000.0,2017-05-08,35.82%,347xx,< 1 year,2017-05-08
15949706,35000.0,2018-06-22,14.56%,115xx,< 1 year,2018-06-22
17101530,35000.0,2018-08-03,14.12%,082xx,< 1 year,2018-08-03
9180617,40000.0,2017-09-01,41.18%,762xx,< 1 year,2017-09-01
18502356,1000.0,2018-09-20,0.1%,180xx,< 1 year,2018-09-20
20609147,5000.0,2018-12-04,10.2%,191xx,< 1 year,2018-12-04
2995963,10000.0,2016-09-03,16.44%,190xx,< 1 year,2016-09-03
14978107,5000.0,2018-05-17,40.67%,441xx,< 1 year,2018-05-17
16766890,4000.0,2018-07-23,27.89%,310xx,< 1 year,2018-07-23
6942191,20000.0,2017-05-18,11.37%,028xx,< 1 year,2017-05-18
9175809,2500.0,2017-09-01,100%,851xx,< 1 year,2017-09-01
7427090,1700.0,2017-06-11,37.16%,346xx,< 1 year,2017-06-11
12622787,3500.0,2018-02-07,28.52%,342xx,5 years,2018-02-07
5465010,30000.0,2017-02-14,24.08%,945xx,< 1 year,2017-02-14
11967871,10000.0,2018-01-06,59.92%,981xx,< 1 year,2018-01-06
1512587,40000.0,2016-05-03,74.89%,480xx,< 1 year,2016-05-03
20205567,1000.0,2018-11-20,24.8%,313xx,< 1 year,2018-11-20
13534959,3500.0,2018-03-22,36.57%,380xx,< 1 year,2018-03-22
18556217,30000.0,2018-09-23,9.81%,551xx,< 1 year,2018-09-23
947393,5000.0,2016-03-21,81.94%,960xx,< 1 year,2016-03-21
18534471,10000.0,2018-09-22,5.44%,335xx,< 1 year,2018-09-22
2840006,40000.0,2016-08-24,0%,957xx,< 1 year,2016-08-24
14164554,20000.0,2018-04-19,100%,462xx,< 1 year,2018-04-19
9181069,15000.0,2017-09-01,31.83%,471xx,< 1 year,2017-09-01
10956558,33500.0,2017-11-19,39.84%,551xx,< 1 year,2017-11-19
10943232,6500.0,2017-11-18,50.62%,018xx,< 1 year,2017-11-18
6233078,39000.0,2017-04-06,0.7%,717xx,< 1 year,2017-04-06
16433122,30000.0,2018-07-11,16.8%,973xx,< 1 year,2018-07-11
6110036,15000.0,2017-03-29,59.91%,088xx,< 1 year,2017-03-29
13176379,30000.0,2018-03-06,38.42%,958xx,< 1 year,2018-03-06
16837883,25000.0,2018-07-25,22.34%,207xx,< 1 year,2018-07-25
9929939,9000.0,2017-10-05,29.2%,800xx,< 1 year,2017-10-05
13717209,2500.0,2018-03-31,14.21%,190xx,< 1 year,2018-03-31
12118601,35000.0,2018-01-13,42.61%,450xx,< 1 year,2018-01-13
4119890,30000.0,2016-11-19,6.71%,190xx,< 1 year,2016-11-19
1609878,40000.0,2016-05-11,36.49%,285xx,< 1 year,2016-05-11
8193456,5000.0,2017-07-18,21.46%,323xx,< 1 year,2017-07-18
10688517,4000.0,2017-11-08,0%,735xx,< 1 year,2017-11-08
15276043,10000.0,2018-05-29,12.8%,461xx,< 1 year,2018-05-29
13407287,4000.0,2018-03-17,9.35%,960xx,< 1 year,2018-03-17
2972909,5000.0,2016-09-01,16.22%,945xx,< 1 year,2016-09-01
14353895,5000.0,2018-04-26,4.03%,852xx,< 1 year,2018-04-26
17893107,10000.0,2018-08-30,9.22%,982xx,< 1 year,2018-08-30
10498844,7500.0,2017-10-31,13.71%,554xx,< 1 year,2017-10-31
16106079,5000.0,2018-06-28,21.42%,347xx,< 1 year,2018-06-28
12367325,7000.0,2018-01-25,3.9%,606xx,< 1 year,2018-01-25
18111347,2000.0,2018-09-07,15.18%,495xx,< 1 year,2018-09-07
14979276,5500.0,2018-05-17,6.19%,077xx,< 1 year,2018-05-17
17989188,40000.0,2018-09-04,46.18%,347xx,< 1 year,2018-09-04
4679649,40000.0,2016-12-24,-1%,325xx,< 1 year,2016-12-24
20971877,35000.0,2018-12-16,39.88%,778xx,< 1 year,2018-12-16
171763,35000.0,2016-01-17,9.72%,787xx,< 1 year,2016-01-17
19672171,1000.0,2018-11-01,17.69%,331xx,< 1 year,2018-11-01
12907490,7500.0,2018-02-21,25.81%,347xx,< 1 year,2018-02-21
110783,10000.0,2016-01-12,11.21%,330xx,< 1 year,2016-01-12
11704546,40000.0,2017-12-22,35.34%,799xx,< 1 year,2017-12-22
13883140,10000.0,2018-04-08,39.99%,255xx,< 1 year,2018-04-08
7216490,12000.0,2017-06-01,33.82%,082xx,5 years,2017-06-01
15231039,4000.0,2018-05-27,4.24%,212xx,< 1 year,2018-05-27
17218508,8000.0,2018-08-08,35.64%,767xx,< 1 year,2018-08-08
16227351,5000.0,2018-07-03,26.2%,454xx,< 1 year,2018-07-03
16462597,5500.0,2018-07-12,28.04%,359xx,< 1 year,2018-07-12
13592566,12000.0,2018-03-26,30.44%,480xx,< 1 year,2018-03-26
20815058,15500.0,2018-12-10,7.06%,440xx,< 1 year,2018-12-10
16917344,15000.0,2018-07-28,36.98%,116xx,< 1 year,2018-07-28
18900559,21225.0,2018-10-05,100%,802xx,< 1 year,2018-10-05
18204465,25000.0,2018-09-11,0.55%,760xx,< 1 year,2018-09-11
17146491,1500.0,2018-08-06,2.08%,268xx,5 years,2018-08-06
11243789,1000.0,2017-12-02,11%,548xx,< 1 year,2017-12-02
19204292,5000.0,2018-10-16,3.9%,113xx,< 1 year,2018-10-16
8122274,10000.0,2017-07-16,8.05%,060xx,< 1 year,2017-07-16
1216715,30000.0,2016-04-11,31.21%,437xx,5 years,2016-04-11
5149862,5000.0,2017-01-24,21.88%,954xx,8 years,2017-01-24
13048646,20000.0,2018-02-28,21.74%,852xx,< 1 year,2018-02-28
15890996,2000.0,2018-06-20,19.93%,328xx,1 year,2018-06-20
9055660,10000.0,2017-08-28,1.77%,805xx,< 1 year,2017-08-28
5494703,40000.0,2017-02-16,17.96%,334xx,< 1 year,2017-02-16
15200152,40000.0,2018-05-25,22.11%,655xx,< 1 year,2018-05-25
4159456,15000.0,2016-11-21,29.62%,785xx,< 1 year,2016-11-21
18161910,10000.0,2018-09-10,35.49%,770xx,< 1 year,2018-09-10
654715,3500.0,2016-03-01,1.7%,198xx,< 1 year,2016-03-01
18430567,2500.0,2018-09-18,40.77%,923xx,5 years,2018-09-18
5339253,2000.0,2017-02-06,20.81%,945xx,< 1 year,2017-02-06
2643726,15000.0,2016-08-10,35.12%,452xx,5 years,2016-08-10
4287384,10000.0,2016-11-30,100%,853xx,< 1 year,2016-11-30
7522731,4000.0,2017-06-15,0%,115xx,< 1 year,2017-06-15
11646802,35000.0,2017-12-19,100%,112xx,< 1 year,2017-12-19
16796988,5150.0,2018-07-24,100%,381xx,< 1 year,2018-07-24
11698393,3000.0,2017-12-22,12.39%,761xx,< 1 year,2017-12-22
18797564,10000.0,2018-10-02,100%,112xx,< 1 year,2018-10-02
8135019,15000.0,2017-07-17,24.31%,450xx,< 1 year,2017-07-17
4948316,40000.0,2017-01-11,-1%,337xx,< 1 year,2017-01-11
3823,35000.0,2016-01-01,34.72%,134xx,< 1 year,2016-01-01
7208872,3000.0,2017-05-31,25.17%,760xx,1 year,2017-05-31
10688996,5000.0,2017-11-08,29.58%,331xx,< 1 year,2017-11-08
19865240,11000.0,2018-11-08,100%,852xx,< 1 year,2018-11-08
310706,3000.0,2016-01-28,15.64%,241xx,< 1 year,2016-01-28
3056806,1000.0,2016-09-08,4.61%,955xx,< 1 year,2016-09-08
5389797,10000.0,2017-02-09,11.99%,070xx,< 1 year,2017-02-09
2047763,5000.0,2016-06-28,0%,471xx,< 1 year,2016-06-28
7335001,1200.0,2017-06-06,58.58%,207xx,1 year,2017-06-06
5081113,1000.0,2017-01-20,-1%,760xx,< 1 year,2017-01-20
5966981,40000.0,2017-03-20,25.23%,200xx,< 1 year,2017-03-20
13400673,19000.0,2018-03-16,40.48%,737xx,< 1 year,2018-03-16
16120338,2000.0,2018-06-29,49.05%,744xx,< 1 year,2018-06-29
11715859,10000.0,2017-12-23,100%,720xx,< 1 year,2017-12-23
17945961,1000.0,2018-09-02,378.29%,275xx,< 1 year,2018-09-02
2026150,4500.0,2016-06-27,15.04%,121xx,< 1 year,2016-06-27
9219144,3000.0,2017-09-04,21.95%,881xx,< 1 year,2017-09-04
13306923,4000.0,2018-03-12,41.72%,357xx,< 1 year,2018-03-12
7990980,2000.0,2017-07-10,0.36%,810xx,< 1 year,2017-07-10
3545520,15000.0,2016-10-13,43.26%,105xx,< 1 year,2016-10-13
14904908,15000.0,2018-05-15,21.57%,852xx,< 1 year,2018-05-15
16017181,2000.0,2018-06-25,61.11%,278xx,< 1 year,2018-06-25
10039818,40000.0,2017-10-11,100%,070xx,< 1 year,2017-10-11
